rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
1975,11122894,K01426.01,Kepler-297 b,CONFIRMED,CANDIDATE,38.86840425,8.80E-05,-8.80E-05,0,,,3.31,1.52E+00,-3.30E-01,0.228,,,89.95,,,579,,,6150,151,-193,1.04,0.478,-0.104,1.04,0.204,-0.117
1976,11122894,K01426.02,Kepler-297 c,CONFIRMED,CANDIDATE,74.92771752,6.81E-05,-6.81E-05,0,,,7.54,3.47E+00,-7.50E-01,0.3532,,,89.38,,,466,,,6150,151,-193,1.04,0.478,-0.104,1.04,0.204,-0.117
1977,11122894,K01426.03,,CANDIDATE,CANDIDATE,150.0190609,1.73E-04,-1.73E-04,0,,,13.54,6.22E+00,-1.35E+00,0.561,,,89.38,,,369,,,6150,151,-193,1.04,0.478,-0.104,1.04,0.204,-0.117
1978,11129738,K01427.01,,CANDIDATE,CANDIDATE,2.613020856,6.24E-06,-6.24E-06,0,,,1.51,2.00E-01,-2.10E-01,0.0301,,,81.93,,,704,,,3878,173,-75,0.51,0.07,-0.07,0.53,0.07,-0.07
1979,11129738,K01427.02,,CANDIDATE,CANDIDATE,4.88450584,3.31E-05,-3.31E-05,0,,,0.86,1.00E+00,-1.00E+00,0.0467018,2.11E-07,-2.11E-07,88.4,2.90E+01,-2.90E+01,622.2,27.1,-27.1,4080,95,-95,0.558,0.041,-0.041,,,
1980,11401182,K01428.01,,CANDIDATE,CANDIDATE,0.927859821,5.49E-07,-5.49E-07,0,,,2.1,2.80E-01,-1.90E-01,0.017,,,73.34,,,1470,,,4911,157,-128,0.783,0.107,-0.07,0.754,0.102,-0.057
1981,11030711,K01429.01,,CANDIDATE,CANDIDATE,205.912082,1.29E-03,-1.29E-03,0,,,4.83,2.01E+00,-5.60E-01,0.6469,,,89.38,,,297,,,5717,192,-164,0.897,0.372,-0.105,0.85,0.127,-0.067
1982,11176127,K01430.01,Kepler-298 b,CONFIRMED,CANDIDATE,10.47548192,1.81E-05,-1.81E-05,0,,,2.21,2.30E-01,-2.00E-01,0.0819,,,89.38,,,566,,,4549,168,-160,0.652,0.065,-0.059,0.668,0.067,-0.064
1983,11176127,K01430.02,Kepler-298 c,CONFIRMED,CANDIDATE,22.92884482,9.42E-05,-9.42E-05,0,,,2.26,2.30E-01,-2.00E-01,0.1381,,,89.38,,,436,,,4549,168,-160,0.652,0.065,-0.059,0.668,0.067,-0.064
1984,11176127,K01430.03,Kepler-298 d,CONFIRMED,CANDIDATE,77.4740724,3.53E-04,-3.53E-04,0,,,2.89,2.90E-01,-2.60E-01,0.311,,,89.38,,,291,,,4549,168,-160,0.652,0.065,-0.059,0.668,0.067,-0.064
1985,11075279,K01431.01,,CANDIDATE,CANDIDATE,345.1598738,4.10E-04,-4.10E-04,0,,,7.95,1.19E+00,-3.70E-01,0.9809,,,89.95,,,245,,,5628,92,-114,0.953,0.142,-0.045,1.054,0.059,-0.078
1986,11014932,K01432.01,Kepler-299 c,CONFIRMED,CANDIDATE,6.88595559,2.44E-05,-2.44E-05,0,,,1.98,7.90E-01,-1.60E-01,0.0711,,,87.09,,,933,,,5896,163,-171,0.916,0.364,-0.074,1.008,0.116,-0.12
1987,11014932,K01432.02,Kepler-299 d,CONFIRMED,CANDIDATE,15.0548689,1.13E-04,-1.13E-04,0,,,1.73,6.90E-01,-1.40E-01,0.1197,,,87.09,,,719,,,5896,163,-171,0.916,0.364,-0.074,1.008,0.116,-0.12
1988,11014932,K01432.03,Kepler-299 b,CONFIRMED,CANDIDATE,2.92721559,1.55E-05,-1.55E-05,0,,,1.22,4.80E-01,-1.00E-01,0.0402,,,87.66,,,1241,,,5896,163,-171,0.916,0.364,-0.074,1.008,0.116,-0.12
1989,11014932,K01432.04,Kepler-299 e,CONFIRMED,CANDIDATE,38.2856338,4.94E-04,-4.94E-04,0,,,1.71,6.70E-01,-1.40E-01,0.2231,,,89.95,,,527,,,5896,163,-171,0.916,0.364,-0.074,1.008,0.116,-0.12
1990,11288505,K01433.01,,CANDIDATE,CANDIDATE,19.80792185,8.97E-05,-8.97E-05,0,,,2.3,8.30E-01,-1.90E-01,0.1406,,,89.95,,,628,,,5787,151,-160,0.851,0.307,-0.07,0.941,0.087,-0.11
1991,11493431,K01434.01,,CANDIDATE,CANDIDATE,2.343231895,7.57E-06,-7.57E-06,0,,,1.34,2.15E+00,-1.20E-01,0.0322,,,89.38,,,1107,,,4876,153,-124,0.853,1.37,-0.08,0.811,0.079,-0.046
1992,11037335,K01435.01,Kepler-300 c,CONFIRMED,CANDIDATE,40.7151103,1.36E-04,-1.36E-04,0,,,2.15,8.30E-01,-1.70E-01,0.2293,,,89.38,,,516,,,5968,157,-162,0.881,0.339,-0.068,0.97,0.102,-0.117
1993,11037335,K01435.02,Kepler-300 b,CONFIRMED,CANDIDATE,10.44636649,2.50E-05,-2.50E-05,0,,,1.88,7.20E-01,-1.50E-01,0.0926,,,87.66,,,812,,,5968,157,-162,0.881,0.339,-0.068,0.97,0.102,-0.117
1994,11389771,K01436.01,Kepler-301 b,CONFIRMED,CANDIDATE,2.508554095,7.02E-06,-7.02E-06,0,,,1.33,5.80E-01,-1.10E-01,0.0355,,,89.95,,,1278,,,5814,153,-153,0.881,0.378,-0.074,0.944,0.109,-0.102
1995,11389771,K01436.02,Kepler-301 d,CONFIRMED,CANDIDATE,13.75134642,5.13E-05,-5.13E-05,0,,,1.96,8.40E-01,-1.70E-01,0.1103,,,88.24,,,725,,,5814,153,-153,0.881,0.378,-0.074,0.944,0.109,-0.102
1996,11389771,K01436.03,Kepler-301 c,CONFIRMED,CANDIDATE,5.41907559,2.11E-05,-2.11E-05,0,,,1.39,5.90E-01,-1.20E-01,0.0593,,,89.95,,,989,,,5814,153,-153,0.881,0.378,-0.074,0.944,0.109,-0.102
1997,11599038,K01437.01,,CANDIDATE,CANDIDATE,7.01734994,6.96E-05,-6.96E-05,0,,,1.56,6.00E-01,-1.70E-01,0.0712,,,88.24,,,984,,,6052,156,-178,0.967,0.374,-0.101,0.974,0.126,-0.114
1998,11193263,K01438.01,,CANDIDATE,CANDIDATE,6.91134416,2.46E-05,-2.46E-05,0,,,1.44,5.60E-01,-1.60E-01,0.0703,,,85.94,,,978,,,5907,166,-180,0.99,0.384,-0.113,0.967,0.136,-0.106
1999,11027624,K01439.01,,CANDIDATE,CANDIDATE,394.6244904,8.88E-04,-8.88E-04,0,,,8.26,1.54E+00,-2.06E+00,1.1084,,,89.95,,,337,,,5858,126,-110,1.886,0.351,-0.47,1.164,0.175,-0.147
2000,11032227,K01440.01,,CANDIDATE,CANDIDATE,7.19303878,3.82E-05,-3.82E-05,0,,,1.65,6.00E-01,-1.50E-01,0.0744,,,89.95,,,996,,,6185,155,-197,0.991,0.358,-0.09,1.06,0.169,-0.124
2001,11356260,K01441.01,,CANDIDATE,CANDIDATE,8.50699658,3.71E-05,-3.71E-05,0,,,1.92,7.40E-01,-2.30E-01,0.0802,,,86.52,,,900,,,5822,170,-175,0.986,0.378,-0.118,0.951,0.13,-0.097
2002,11600889,K01442.01,Kepler-407 b,CONFIRMED,CANDIDATE,0.669309686,5.28E-07,-5.28E-07,0,,,1.21,2.40E-01,-1.00E-01,0.0152,,,87.09,,,2079,,,5626,92,-124,1.067,0.209,-0.086,1.051,0.077,-0.064
2004,11043167,K01444.01,,CANDIDATE,CANDIDATE,44.9309804,2.40E-04,-2.40E-04,0,,,2.78,1.27E+00,-5.10E-01,0.2492,,,88.81,,,628,,,6354,169,-212,1.25,0.57,-0.233,1.019,0.204,-0.119
2005,11336883,K01445.01,,CANDIDATE,CANDIDATE,7.16892463,2.30E-05,-2.30E-05,0,,,1.25,3.60E-01,-8.00E-02,0.0777,,,86.52,,,1070,,,6343,86,-185,1.137,0.327,-0.07,1.213,0.099,-0.149
2006,11336883,K01445.02,,CANDIDATE,CANDIDATE,54.325574,2.51E-03,-2.51E-03,0,,,0.76,2.20E-01,-5.00E-02,0.2997,,,89.95,,,545,,,6343,86,-185,1.137,0.327,-0.07,1.213,0.099,-0.149
2007,11336883,K01445.03,,CANDIDATE,CANDIDATE,20.01959599,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,7449844,K01452.01,,CANDIDATE,CANDIDATE,1.152216939,5.40E-07,-5.40E-07,0,,,22.2,1.26E+01,-5.08E+00,0.0244,,,73.91,,,2694,,,7172,211,-324,1.77,1.007,-0.405,1.46,0.308,-0.302
2019,7832356,K01456.01,,CANDIDATE,CANDIDATE,7.886631104,2.47E-06,-2.47E-06,0,,,9.23,3.33E+00,-1.62E+00,0.0762,,,89.95,,,995,,,5847,184,-188,1.135,0.409,-0.199,0.946,0.154,-0.092
2020,9643874,K01457.01,,CANDIDATE,CANDIDATE,8.027680595,2.01E-06,-2.01E-06,0,,,8.89,3.39E+00,-6.30E-01,0.0787,,,88.24,,,825,,,5569,175,-166,0.887,0.338,-0.063,1.009,0.103,-0.11
2021,12120943,K01458.01,,CANDIDATE,CANDIDATE,8.98128219,2.20E-05,-2.20E-05,0,,,7.6,2.77E+00,-6.60E-01,0.0882,,,89.38,,,897,,,5977,168,-225,1.022,0.372,-0.089,1.133,0.186,-0.149
2026,7672940,K01463.01,,CANDIDATE,CANDIDATE,1064.268141,1.43E-04,-1.43E-04,0,,,33.75,1.01E+01,-1.51E+01,2.1525,,,89.95,,,281,,,6340,203,-229,2.173,0.65,-0.975,1.174,0.279,-0.252
2028,11702948,K01465.01,,CANDIDATE,CANDIDATE,9.771461688,2.24E-06,-2.24E-06,0,,,10.49,3.87E+00,-8.00E-01,0.0877,,,87.66,,,797,,,5804,153,-150,0.85,0.314,-0.065,0.939,0.093,-0.103
2029,9512981,K01466.01,,CANDIDATE,CANDIDATE,281.5626054,3.70E-04,-3.70E-04,0,,,9.86,1.27E+00,-7.90E-01,0.7522,,,89.95,,,199,,,4769,180,-160,0.674,0.087,-0.054,0.718,0.074,-0.074
2033,9480310,K01470.01,,CANDIDATE,CANDIDATE,15.4339775,4.24E-05,-4.24E-05,0,,,4.47,1.79E+00,-3.80E-01,0.124,,,88.24,,,721,,,5900,172,-221,0.951,0.383,-0.079,1.065,0.164,-0.136
2035,7761545,K01472.01,,CANDIDATE,CANDIDATE,85.35129427,9.56E-05,-9.56E-05,0,,,5.56,1.86E+00,-4.30E-01,0.3629,,,89.95,,,370,,,5635,153,-149,0.804,0.269,-0.063,0.876,0.093,-0.091
2036,7499398,K01473.01,,CANDIDATE,CANDIDATE,23.02030318,2.77E-05,-2.77E-05,0,,,8.22,3.19E+00,-6.80E-01,0.1611,,,88.81,,,601,,,5610,173,-177,0.95,0.368,-0.079,1.051,0.173,-0.125
2037,12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,69.7266406,1.05E-04,-1.05E-04,0,,,30.64,8.08E+00,-4.52E+00,0.3608,,,88.81,,,551,,,6287,106,-153,1.423,0.375,-0.21,1.292,0.125,-0.152
2038,4770365,K01475.01,,CANDIDATE,CANDIDATE,1.60932168,3.02E-06,-3.02E-06,0,,,1.81,2.90E-01,-2.90E-01,0.0223,,,89.38,,,897,,,4056,417,-234,0.56,0.09,-0.09,0.57,0.1,-0.1
2039,4770365,K01475.02,,CANDIDATE,CANDIDATE,9.51221128,2.79E-05,-2.79E-05,0,,,2.4,3.90E-01,-3.80E-01,0.0729,,,88.81,,,496,,,4056,417,-234,0.56,0.09,-0.09,0.57,0.1,-0.1
2040,4770365,K01475.03,,CANDIDATE,CANDIDATE,4.72941969,3.50E-05,-3.50E-05,0,,,1.38,2.30E-01,-2.20E-01,0.0457,,,87.09,,,626,,,4056,417,-234,0.56,0.09,-0.09,0.57,0.1,-0.1
2041,12406749,K01476.01,,CANDIDATE,CANDIDATE,56.3592236,2.87E-04,-2.87E-04,0,,,5.26,2.08E+00,-4.90E-01,0.2698,,,88.24,,,419,,,5446,178,-143,0.821,0.324,-0.077,0.824,0.116,-0.074
2042,7811397,K01477.01,,CANDIDATE,CANDIDATE,169.49954,1.15E-03,-1.15E-03,0,,,9.89,2.26E+00,-8.10E-01,0.5442,,,89.38,,,267,,,5272,215,-167,0.719,0.164,-0.059,0.749,0.122,-0.066
2043,12403119,K01478.01,,CANDIDATE,CANDIDATE,76.13602028,5.53E-05,-5.53E-05,0,,,5.41,9.80E-01,-6.30E-01,0.3355,,,89.95,,,425,,,5565,111,-88,1.006,0.181,-0.118,0.868,0.072,-0.036
2045,7512982,K01480.01,,CANDIDATE,CANDIDATE,20.38177573,5.32E-05,-5.32E-05,0,,,2.87,4.50E-01,-2.20E-01,0.1343,,,89.95,,,519,,,5100,153,-138,0.714,0.113,-0.053,0.785,0.083,-0.087
2046,7512982,K01480.02,,CANDIDATE,CANDIDATE,7.00441825,7.22E-05,-7.22E-05,0,,,1.22,1.90E-01,-9.00E-02,0.0659,,,87.09,,,740,,,5100,153,-138,0.714,0.113,-0.053,0.785,0.083,-0.087
2047,9597806,K01481.01,,CANDIDATE,CANDIDATE,5.101379454,8.95E-06,-8.95E-06,0,,,2.91,1.22E+00,-2.80E-01,0.058,,,89.95,,,1050,,,5869,178,-201,0.954,0.399,-0.093,1.001,0.137,-0.117
2049,11909686,K01483.01,,CANDIDATE,CANDIDATE,185.9526143,1.43E-04,-1.43E-04,0,,,36.26,1.44E+01,-2.67E+00,0.6233,,,89.95,,,300,,,5850,155,-154,0.844,0.336,-0.062,0.932,0.103,-0.1
2050,11760959,K01484.01,,CANDIDATE,CANDIDATE,3.47020372,1.38E-05,-1.38E-05,0,,,2.45,3.30E-01,-2.20E-01,0.0403,,,88.81,,,933,,,4922,190,-155,0.744,0.099,-0.069,0.726,0.111,-0.058
2052,7898352,K01486.01,Kepler-302 c,CONFIRMED,CANDIDATE,127.2824031,2.11E-04,-2.11E-04,0,,,9.32,3.76E+00,-7.70E-01,0.4902,,,89.38,,,352,,,5938,166,-177,0.883,0.356,-0.073,0.966,0.105,-0.118
2053,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE,30.1836854,1.18E-04,-1.18E-04,0,,,2.88,1.15E+00,-2.40E-01,0.1878,,,89.95,,,568,,,5938,166,-177,0.883,0.356,-0.073,0.966,0.105,-0.118
2055,9589323,K01488.01,,CANDIDATE,CANDIDATE,3.949631375,5.49E-06,-5.49E-06,0,,,2.43,6.30E-01,-1.90E-01,0.0463,,,88.81,,,966,,,5155,183,-139,0.836,0.214,-0.065,0.849,0.086,-0.067
2056,9823487,K01489.01,,CANDIDATE,CANDIDATE,16.00454026,5.75E-05,-5.75E-05,0,,,2.27,4.70E-01,-1.70E-01,0.1179,,,89.38,,,586,,,5178,177,-142,0.777,0.162,-0.056,0.853,0.078,-0.084
2058,9726659,K01491.01,,CANDIDATE,CANDIDATE,3.148664534,7.03E-06,-7.03E-06,0,,,2.27,1.20E+00,-2.70E-01,0.039,,,86.52,,,1097,,,5258,214,-165,0.873,0.463,-0.102,0.797,0.14,-0.062
2061,11821363,K01494.01,,CANDIDATE,CANDIDATE,8.19593235,4.26E-05,-4.26E-05,0,,,2.2,1.90E-01,-1.90E-01,0.0718,,,88.81,,,672,,,4723,185,-149,0.747,0.064,-0.063,0.734,0.081,-0.058
2062,7629518,K01495.01,,CANDIDATE,CANDIDATE,15.59461874,4.29E-05,-4.29E-05,0,,,2.87,1.21E+00,-2.50E-01,0.122,,,88.81,,,718,,,5900,170,-188,0.929,0.391,-0.083,0.995,0.128,-0.12
2063,4828341,K01496.01,,CANDIDATE,CANDIDATE,36.12896178,4.33E-05,-4.33E-05,0,,,6.91,2.77E+00,-7.30E-01,0.2085,,,89.38,,,547,,,5926,184,-190,0.914,0.367,-0.096,0.925,0.119,-0.098
2065,9636135,K01498.01,,CANDIDATE,CANDIDATE,5.83376092,1.89E-05,-1.89E-05,0,,,2.81,1.73E+00,-3.40E-01,0.0686,,,88.81,,,1139,,,6198,159,-262,1.19,0.735,-0.145,1.264,0.217,-0.208
2066,9636135,K01498.02,,CANDIDATE,CANDIDATE,2.42149592,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,7841925,K01499.01,,CANDIDATE,CANDIDATE,14.16399294,2.46E-05,-2.46E-05,0,,,2.42,1.28E+00,-3.30E-01,0.1057,,,89.38,,,694,,,5440,175,-148,0.885,0.469,-0.118,0.782,0.15,-0.057
2068,7841925,K01499.02,,CANDIDATE,CANDIDATE,0.840591182,4.18E-06,-4.18E-06,0,,,0.65,3.50E-01,-9.00E-02,0.0161,,,87.09,,,1779,,,5440,175,-148,0.885,0.469,-0.118,0.782,0.15,-0.057
2069,7841925,K01499.03,,CANDIDATE,CANDIDATE,6.20925415,4.89E-05,-4.89E-05,0,,,0.9,4.70E-01,-1.20E-01,0.061,,,89.38,,,914,,,5440,175,-148,0.885,0.469,-0.118,0.782,0.15,-0.057
2071,7439316,K01501.01,,CANDIDATE,CANDIDATE,2.617032536,7.31E-06,-7.31E-06,0,,,1.66,1.80E-01,-1.60E-01,0.0331,,,88.24,,,997,,,4831,152,-127,0.724,0.083,-0.067,0.706,0.101,-0.056
2073,12400538,K01503.01,,CANDIDATE,CANDIDATE,150.242127,6.05E-04,-6.05E-04,0,,,3.79,1.05E+00,-2.50E-01,0.5154,,,89.38,,,291,,,5514,175,-139,0.739,0.204,-0.05,0.807,0.101,-0.078
2075,9813499,K01505.01,,CANDIDATE,CANDIDATE,5.03251791,2.08E-05,-2.08E-05,0,,,2.04,8.50E-01,-1.70E-01,0.0575,,,87.09,,,1046,,,5970,155,-181,0.908,0.38,-0.076,0.996,0.119,-0.126
2076,12254792,K01506.01,,CANDIDATE,CANDIDATE,40.4287755,1.80E-04,-1.80E-04,0,,,3.25,1.39E+00,-2.60E-01,0.2241,,,87.09,,,496,,,5812,157,-151,0.838,0.359,-0.066,0.917,0.103,-0.097
2077,12020218,K01507.01,,CANDIDATE,CANDIDATE,21.3587621,1.18E-04,-1.18E-04,0,,,2.67,1.07E+00,-2.60E-01,0.1539,,,89.38,,,691,,,6170,152,-210,0.992,0.398,-0.094,1.063,0.186,-0.137
2078,7690844,K01508.01,,CANDIDATE,CANDIDATE,22.0459018,1.07E-04,-1.07E-04,0,,,3.14,9.70E-01,-2.70E-01,0.1572,,,88.24,,,640,,,5900,173,-188,0.951,0.294,-0.084,1.065,0.11,-0.141
2080,11870545,K01510.01,,CANDIDATE,CANDIDATE,0.839961832,1.43E-06,-1.43E-06,0,,,1.7,1.90E-01,-1.30E-01,0.0161,,,88.81,,,1470,,,4924,156,-129,0.737,0.083,-0.056,0.784,0.068,-0.073
2081,7901948,K01511.01,,CANDIDATE,CANDIDATE,2.578855068,5.17E-06,-5.17E-06,0,,,1.6,6.80E-01,-1.20E-01,0.0362,,,89.38,,,1232,,,5751,157,-160,0.854,0.362,-0.067,0.945,0.095,-0.102
2085,7871954,K01515.01,Kepler-303 b,CONFIRMED,CANDIDATE,1.937032068,2.57E-06,-2.57E-06,0,,,0.95,1.20E-01,-1.10E-01,0.0245,,,89.38,,,794,,,3944,80,-60,0.51,0.06,-0.06,0.52,0.06,-0.06
2086,7871954,K01515.02,Kepler-303 c,CONFIRMED,CANDIDATE,7.06117359,1.29E-05,-1.29E-05,0,,,1.15,1.30E-01,-1.40E-01,0.058,,,89.95,,,516,,,3944,80,-60,0.51,0.06,-0.06,0.52,0.06,-0.06
2087,12418724,K01516.01,,CANDIDATE,CANDIDATE,20.5533844,7.33E-05,-7.33E-05,0,,,3.32,1.75E+00,-3.80E-01,0.1568,,,88.24,,,753,,,6343,153,-237,1.137,0.6,-0.131,1.213,0.237,-0.211
2088,7456001,K01517.01,,CANDIDATE,CANDIDATE,40.0686727,1.01E-04,-1.01E-04,0,,,3.41,1.21E+00,-4.40E-01,0.2234,,,88.81,,,560,,,6026,167,-179,0.992,0.352,-0.13,0.924,0.125,-0.096
2089,7549209,K01518.01,,CANDIDATE,CANDIDATE,27.5073799,1.54E-04,-1.54E-04,0,,,2.28,1.00E+00,-1.70E-01,0.1771,,,88.81,,,569,,,5783,170,-164,0.88,0.383,-0.067,0.977,0.112,-0.11
2090,7663405,K01519.01,,CANDIDATE,CANDIDATE,5.14438011,2.47E-05,-2.47E-05,0,,,1.45,3.20E-01,-1.00E-01,0.0563,,,89.38,,,864,,,5192,201,-165,0.802,0.178,-0.054,0.896,0.062,-0.088
2091,7663405,K01519.02,,CANDIDATE,CANDIDATE,57.132667,1.34E-03,-1.34E-03,0,,,1.67,3.70E-01,-1.10E-01,0.2803,,,89.38,,,387,,,5192,201,-165,0.802,0.178,-0.054,0.896,0.062,-0.088
2092,9765975,K01520.01,,CANDIDATE,CANDIDATE,18.45847097,4.78E-05,-4.78E-05,0,,,2.3,8.40E-01,-2.10E-01,0.1303,,,88.24,,,615,,,5413,165,-137,0.865,0.315,-0.079,0.865,0.098,-0.073
2093,9818462,K01521.01,,CANDIDATE,CANDIDATE,25.9422033,1.03E-04,-1.03E-04,0,,,1.87,1.92E+00,-1.90E-01,0.154,,,89.95,,,502,,,5121,154,-131,0.762,0.78,-0.08,0.723,0.151,-0.054
2094,12266636,K01522.01,,CANDIDATE,CANDIDATE,33.3855938,1.42E-04,-1.42E-04,0,,,2.54,9.70E-01,-3.10E-01,0.2012,,,88.81,,,580,,,5833,163,-173,1.022,0.391,-0.126,0.974,0.141,-0.102
2095,12266636,K01522.02,,CANDIDATE,CANDIDATE,12.6550129,1.87E-04,-1.87E-04,0,,,0.99,3.80E-01,-1.20E-01,0.1054,,,89.95,,,801,,,5833,163,-173,1.022,0.391,-0.126,0.974,0.141,-0.102
2098,7869917,K01525.01,,CANDIDATE,CANDIDATE,7.71468975,1.92E-05,-1.92E-05,0,,,2.15,1.61E+00,-3.30E-01,0.0854,,,89.95,,,1256,,,6915,162,-247,1.448,1.091,-0.223,1.394,0.312,-0.256
2099,7869917,K01525.02,,CANDIDATE,CANDIDATE,11.80619472,7.70E-05,-7.70E-05,0,,,1.53,1.16E+00,-2.30E-01,0.1134,,,89.38,,,1090,,,6915,162,-247,1.448,1.091,-0.223,1.394,0.312,-0.256
2100,9824805,K01526.01,,CANDIDATE,CANDIDATE,4.44448017,2.53E-05,-2.53E-05,0,,,1.65,7.20E-01,-1.40E-01,0.0546,,,80.21,,,1191,,,6210,166,-192,1.033,0.452,-0.087,1.093,0.221,-0.117
2101,7768451,K01527.01,,CANDIDATE,CANDIDATE,192.662987,1.55E-03,-1.55E-03,0,,,2.83,1.23E+00,-2.50E-01,0.633,,,89.95,,,295,,,5734,186,-171,0.861,0.374,-0.077,0.911,0.109,-0.089
2102,7691260,K01528.01,,CANDIDATE,CANDIDATE,3.989539666,9.76E-06,-9.76E-06,0,,,0.96,1.50E-01,-7.00E-02,0.0451,,,89.95,,,901,,,5208,160,-130,0.693,0.114,-0.049,0.771,0.083,-0.086
2103,9821454,K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE,17.9776157,1.87E-04,-1.87E-04,0,,,1.62,7.00E-01,-1.50E-01,0.1375,,,87.66,,,754,,,6305,155,-201,1.011,0.433,-0.095,1.066,0.199,-0.129
2104,9821454,K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE,11.8691507,2.81E-04,-2.81E-04,0,,,1.02,4.40E-01,-9.00E-02,0.1042,,,88.81,,,866,,,6305,155,-201,1.011,0.433,-0.095,1.066,0.199,-0.129
2105,11954842,K01530.01,,CANDIDATE,CANDIDATE,12.98495573,3.44E-05,-3.44E-05,0,,,1.53,5.60E-01,-2.10E-01,0.102,,,89.38,,,834,,,6212,159,-166,0.945,0.349,-0.128,0.838,0.105,-0.06
2106,11764462,K01531.01,,CANDIDATE,CANDIDATE,5.69919514,1.36E-05,-1.36E-05,0,,,1.32,5.10E-01,-1.60E-01,0.0625,,,89.95,,,1089,,,6070,147,-177,1.034,0.403,-0.119,1.001,0.156,-0.118
2107,11656246,K01532.01,,CANDIDATE,CANDIDATE,18.11472949,5.31E-05,-5.31E-05,0,,,2.41,1.58E+00,-4.30E-01,0.1441,,,86.52,,,864,,,6453,159,-216,1.328,0.87,-0.239,1.215,0.295,-0.188
2108,7808587,K01533.01,,CANDIDATE,CANDIDATE,6.24146367,2.15E-05,-2.15E-05,0,,,1.36,6.10E-01,-1.40E-01,0.0671,,,89.38,,,1098,,,6334,159,-202,1.037,0.461,-0.107,1.026,0.179,-0.115
2109,4741126,K01534.01,,CANDIDATE,CANDIDATE,20.42228798,9.23E-05,-9.23E-05,0,,,1.62,1.02E+00,-2.00E-01,0.1543,,,89.95,,,781,,,6422,148,-223,1.173,0.741,-0.143,1.175,0.276,-0.169
2110,4741126,K01534.02,,CANDIDATE,CANDIDATE,7.63846023,4.96E-05,-4.96E-05,0,,,1.05,6.60E-01,-1.30E-01,0.0801,,,89.38,,,1084,,,6422,148,-223,1.173,0.741,-0.143,1.175,0.276,-0.169
2111,11669125,K01535.01,,CANDIDATE,CANDIDATE,70.6979061,3.09E-04,-3.09E-04,0,,,2.26,9.60E-01,-3.50E-01,0.3341,,,89.95,,,505,,,6174,158,-180,1.147,0.49,-0.174,0.991,0.18,-0.11
2112,12159249,K01536.01,,CANDIDATE,CANDIDATE,3.744439,1.37E-05,-1.37E-05,0,,,1.06,2.20E-01,-1.40E-01,0.0486,,,88.24,,,1295,,,5849,99,-126,1.225,0.258,-0.159,1.094,0.089,-0.088
2113,9872292,K01537.01,,CANDIDATE,CANDIDATE,10.19154698,6.83E-05,-6.83E-05,0,,,1.52,5.00E-02,-4.00E-02,0.1018,,,85.37,,,1169,,,6260,116,-116,1.824,0.049,-0.049,1.366,0.101,-0.101
2124,5475431,K01546.01,,CANDIDATE,CANDIDATE,0.917569588,5.64E-07,-5.64E-07,0,,,12.22,3.87E+00,-8.80E-01,0.0186,,,77.92,,,1746,,,5713,165,-185,0.893,0.282,-0.065,1.01,0.087,-0.115
2125,5283458,K01547.01,,CANDIDATE,CANDIDATE,30.6939525,9.15E-06,-9.15E-06,0,,,14.54,5.86E+00,-1.41E+00,0.1978,,,89.95,,,617,,,6147,169,-233,1.023,0.412,-0.099,1.092,0.207,-0.141
2127,8053552,K01549.01,,CANDIDATE,CANDIDATE,29.48105977,1.15E-05,-1.15E-05,0,,,17.29,9.25E+00,-2.72E+00,0.1706,,,88.81,,,571,,,5631,187,-157,0.901,0.482,-0.142,0.762,0.147,-0.047
2130,7984047,K01552.01,,CANDIDATE,CANDIDATE,77.63425713,6.59E-05,-6.59E-05,0,,,10.09,1.35E+00,-9.10E-01,0.3215,,,89.95,,,325,,,4812,186,-149,0.755,0.101,-0.068,0.734,0.106,-0.058
2131,7951018,K01553.01,,CANDIDATE,CANDIDATE,52.75875577,3.35E-05,-3.35E-05,0,,,9.04,5.84E+00,-1.04E+00,0.2948,,,89.95,,,545,,,6244,151,-241,1.154,0.746,-0.132,1.225,0.246,-0.2
2135,5371776,K01557.01,Kepler-304 b,CONFIRMED,CANDIDATE,3.295703644,1.42E-06,-1.42E-06,0,,,3.8,7.86E+00,-4.50E-01,0.0407,,,88.24,,,1014,,,4910,157,-131,0.892,1.845,-0.105,0.828,0.209,-0.044
2136,5371776,K01557.02,Kepler-304 d,CONFIRMED,CANDIDATE,9.6534764,1.10E-05,-1.10E-05,0,,,3.25,6.73E+00,-3.80E-01,0.0833,,,89.38,,,709,,,4910,157,-131,0.892,1.845,-0.105,0.828,0.209,-0.044
